name,link,category
Мороженое «Маршмеллоу с шокол. печеньем»,https://vkusvill.ru/goods/morozhenoe-marshmellou-s-shokol-pechenem-21075.html,Мороженое
Мороженое «Молочный шоколад» без лактозы,https://vkusvill.ru/goods/morozhenoe-molochnyy-shokolad-bez-laktozy-74559.html,Мороженое
"Мороженое «Молочный шоколад», 700 г",https://vkusvill.ru/goods/morozhenoe-molochnyy-shokolad-700-g-21074.html,Мороженое
Мороженое «Мятное с Шоколадом»,https://vkusvill.ru/goods/morozhenoe-myatnoe-s-shokoladom-15774.html,Мороженое
Мороженое «Сливочное»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-91459.html,Мороженое
Мороженое «Сливочное с шоколадной крошкой»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-s-shokoladnoy-kroshkoy-91456.html,Мороженое
"Мороженое «Сливочное», 310 г",https://vkusvill.ru/goods/morozhenoe-slivochnoe-310-g-84946.html,Мороженое
"Мороженое «Соленая карамель-шок. трюфель», 330 г",https://vkusvill.ru/goods/morozhenoe-solenaya-karamel-shok-tryufel-330-g-27955.html,Мороженое
Мороженое «Фисташковое»,https://vkusvill.ru/goods/morozhenoe-fistashkovoe-22577.html,Мороженое
"Мороженое «Фисташковое», 85 г",https://vkusvill.ru/goods/morozhenoe-fistashkovoe-85-g-85074.html,Мороженое
Мороженое «Шоколадное» без добавления сахара,https://vkusvill.ru/goods/morozhenoe-shokoladnoe-bez-dobavleniya-sakhara-69112.html,Мороженое
Мороженое ванильное без сахарозы Маруся,https://vkusvill.ru/goods/morozhenoe-vanilnoe-bez-sakharozy-marusya-76986.html,Мороженое
Мороженое гранулированное «Бабл-Гам»,https://vkusvill.ru/goods/morozhenoe-granulirovannoe-babl-gam-43254.html,Мороженое
Мороженое молочное «Манго-мята»,https://vkusvill.ru/goods/morozhenoe-molochnoe-mango-myata-88664.html,Мороженое
Мороженое молочное с вишней в вафельном стаканчике,https://vkusvill.ru/goods/morozhenoe-molochnoe-s-vishney-v-vafelnom-stakanchike-36871.html,Мороженое
Мороженое пломбир в рис. тесте «Моти»: «Ассорти»,https://vkusvill.ru/goods/morozhenoe-plombir-v-ris-teste-moti-assorti-97379.html,Мороженое
Мороженое протеин. «Банан» без сахара,https://vkusvill.ru/goods/morozhenoe-protein-banan-bez-sakhara-20989.html,Мороженое
Мороженое протеин. «Мятная тыква» без сахара,https://vkusvill.ru/goods/morozhenoe-protein-myatnaya-tykva-bez-sakhara-31138.html,Мороженое
Мороженое с арахисом и карамелью,https://vkusvill.ru/goods/morozhenoe-s-arakhisom-i-karamelyu-90038.html,Мороженое
Мороженое с вишней и темным шоколадом,https://vkusvill.ru/goods/morozhenoe-s-vishney-i-temnym-shokoladom-101073.html,Мороженое
"Мороженое с греческим йогуртом, мёдом и миндалем",https://vkusvill.ru/goods/morozhenoe-s-grecheskim-yogurtom-myedom-i-mindalem-90384.html,Мороженое
Мороженое с кокос. стружкой в кокос. скорлупе,https://vkusvill.ru/goods/morozhenoe-s-kokos-struzhkoy-v-kokos-skorlupe-94698.html,Мороженое
"Мороженое с кусочками манго, 350 г",https://vkusvill.ru/goods/morozhenoe-s-kusochkami-mango-350-g-99299.html,Мороженое
Мороженое с протеином «Солёная карамель с арахисом»,https://vkusvill.ru/goods/morozhenoe-s-proteinom-solyenaya-karamel-s-arakhisom-74620.html,Мороженое
Мороженое с сыром Горгонзола,https://vkusvill.ru/goods/morozhenoe-s-syrom-gorgonzola-90033.html,Мороженое
Мороженое сливочное «Банан-клубника»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-banan-klubnika-88653.html,Мороженое
Мороженое сливочное «Джелато Манго»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-dzhelato-mango-89006.html,Мороженое
Мороженое сливочное «Джелато банан-шоколад»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-dzhelato-banan-shokolad-73580.html,Мороженое
Мороженое сливочное «Имбирный пряник»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-imbirnyy-pryanik-101955.html,Мороженое
Мороженое сливочное «Лимонное»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-limonnoe-88968.html,Мороженое
Мороженое сливочное «Мед и грецкий орех»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-med-i-gretskiy-orekh-101957.html,Мороженое
"Мороженое сливочное «Мятное с Брауни», 330 г",https://vkusvill.ru/goods/morozhenoe-slivochnoe-myatnoe-s-brauni-330-g-73187.html,Мороженое
Мороженое сливочное «Мятное с шоколадом»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-myatnoe-s-shokoladom-69106.html,Мороженое
Мороженое сливочное «Пралине»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-praline-88436.html,Мороженое
Мороженое сливочное в рожке «Ванильное»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-v-rozhke-vanilnoe-1743.html,Мороженое
Мороженое сливочное с маракуйей и лаймовым джемом,https://vkusvill.ru/goods/morozhenoe-slivochnoe-s-marakuyey-i-laymovym-dzhemom-89386.html,Мороженое
Мороженое сливочное с черной смородиной,https://vkusvill.ru/goods/morozhenoe-slivochnoe-s-chernoy-smorodinoy-250.html,Мороженое
Мороженое творожное во взбитой глазури,https://vkusvill.ru/goods/morozhenoe-tvorozhnoe-vo-vzbitoy-glazuri-26796.html,Мороженое
Пломбир «Банан с клубникой» в глазир. темн. шок. ваф. рожке,https://vkusvill.ru/goods/plombir-banan-s-klubnikoy-v-glazir-temn-shok-vaf-rozhke-88640.html,Мороженое
Пломбир «Бельгийский шоколад»,https://vkusvill.ru/goods/plombir-belgiyskiy-shokolad-15953.html,Мороженое
Пломбир «Вишня с шоколадным соусом»,https://vkusvill.ru/goods/plombir-vishnya-s-shokoladnym-sousom-21014.html,Мороженое
"Пломбир «Грецкий орех, фундук и карамель» в ваф. рожке",https://vkusvill.ru/goods/plombir-gretskiy-orekh-funduk-i-karamel-v-vaf-rozhke-88638.html,Мороженое
Пломбир Крем-брюле в ваф.стаканчике,https://vkusvill.ru/goods/plombir-krem-bryule-v-vaf-stakanchike-89771.html,Мороженое
Пломбир Крем-брюле в плоском вафельном стаканчике с какао,https://vkusvill.ru/goods/plombir-krem-bryule-v-ploskom-vafelnom-stakanchike-s-kakao-89748.html,Мороженое
Пломбир «Манговый» с апельсиновым джемом в рожке,https://vkusvill.ru/goods/plombir-mangovyy-s-apelsinovym-dzhemom-v-rozhke-76456.html,Мороженое
Пломбир «Соленая карамель»,https://vkusvill.ru/goods/plombir-solenaya-karamel-15124.html,Мороженое
Пломбир «Тирамису» в вафельном стаканчике с какао,https://vkusvill.ru/goods/plombir-tiramisu-v-vafelnom-stakanchike-s-kakao-88662.html,Мороженое
Пломбир «Черная смородина» в вафельном стаканчике,https://vkusvill.ru/goods/plombir-chernaya-smorodina-v-vafelnom-stakanchike-91659.html,Мороженое
"Пломбир в вафельном стаканчике, 70г",https://vkusvill.ru/goods/plombir-v-vafelnom-stakanchike-70g-17823.html,Мороженое
Пломбир в рожке «Клубника»,https://vkusvill.ru/goods/plombir-v-rozhke-klubnika-27166.html,Мороженое
Пломбир ванил. с черносмород. джемом в ваф. рожке,https://vkusvill.ru/goods/plombir-vanil-s-chernosmorod-dzhemom-v-vaf-rozhke-63032.html,Мороженое
Пломбир ванильный «Игрушка»,https://vkusvill.ru/goods/plombir-vanilnyy-igrushka-52805.html,Мороженое
Пломбир ванильный во взбитой глазури,https://vkusvill.ru/goods/plombir-vanilnyy-vo-vzbitoy-glazuri-22859.html,Мороженое
Пломбир ванильный с изюмом брикет на вафлях,https://vkusvill.ru/goods/plombir-vanilnyy-s-izyumom-briket-na-vaflyakh-15283.html,Мороженое
Пломбир двухслойный «Ванильно-шок.» в ваф. рожке,https://vkusvill.ru/goods/plombir-dvukhsloynyy-vanilno-shok-v-vaf-rozhke-74818.html,Мороженое
Пломбир двухслойный «Золотая ириска» в ваф. стакан.,https://vkusvill.ru/goods/plombir-dvukhsloynyy-zolotaya-iriska-v-vaf-stakan-65894.html,Мороженое
Пломбир двухслойный с ароматом ванили и шоколадный,https://vkusvill.ru/goods/plombir-dvukhsloynyy-s-aromatom-vanili-i-shokoladnyy-65898.html,Мороженое
Пломбир с вареной сгущенкой в вафельном рожке,https://vkusvill.ru/goods/plombir-s-varenoy-sgushchenkoy-v-vafelnom-rozhke-89005.html,Мороженое
Пломбир с изюмом в вафельном стаканчике,https://vkusvill.ru/goods/plombir-s-izyumom-v-vafelnom-stakanchike-27027.html,Мороженое
Пломбир с малиной в вафельном рожке,https://vkusvill.ru/goods/plombir-s-malinoy-v-vafelnom-rozhke-89565.html,Мороженое
Пломбир с малиной и малиновым соком,https://vkusvill.ru/goods/plombir-s-malinoy-i-malinovym-sokom-89868.html,Мороженое
Пломбир с соленой карамелью в вафельном рожке,https://vkusvill.ru/goods/plombir-s-solenoy-karamelyu-v-vafelnom-rozhke-75731.html,Мороженое
Пломбир фисташковый в вафельном стаканчике,https://vkusvill.ru/goods/plombir-fistashkovyy-v-vafelnom-stakanchike-18518.html,Мороженое
Пломбир шоколадный в вафельном рожке,https://vkusvill.ru/goods/plombir-shokoladnyy-v-vafelnom-rozhke-64579.html,Мороженое
Пломбир шоколадный в вафельном стаканчике,https://vkusvill.ru/goods/plombir-shokoladnyy-v-vafelnom-stakanchike-18519.html,Мороженое
Пломбир шоколадный во взбитой глазури,https://vkusvill.ru/goods/plombir-shokoladnyy-vo-vzbitoy-glazuri-22858.html,Мороженое
Пломбир шоколадный с арахисом в ваф. стак.,https://vkusvill.ru/goods/plombir-shokoladnyy-s-arakhisom-v-vaf-stak-48473.html,Мороженое
Пломбир шоколадный с крошкой печенья в ваф. рожке,https://vkusvill.ru/goods/plombir-shokoladnyy-s-kroshkoy-pechenya-v-vaf-rozhke-64557.html,Мороженое
"Пломбир шоколадный с кусочками шоколада, 250 г",https://vkusvill.ru/goods/plombir-shokoladnyy-s-kusochkami-shokolada-250-g-72310.html,Мороженое
Пломбир шоколадный с фундуком и соленой карамелью в ваф. стаканчике,https://vkusvill.ru/goods/plombir-shokoladnyy-s-fundukom-i-solenoy-karamelyu-v-vaf-stakanchike-75444.html,Мороженое
Сорбет «Киви»,https://vkusvill.ru/goods/sorbet-kivi-91457.html,Мороженое
Сорбет «Клубника-Базилик»,https://vkusvill.ru/goods/sorbet-klubnika-bazilik-17724.html,Мороженое
Сорбет «Лимон с цедрой»,https://vkusvill.ru/goods/sorbet-limon-s-tsedroy-90770.html,Мороженое
Сорбет «Малина-Личи»,https://vkusvill.ru/goods/sorbet-malina-lichi-66501.html,Мороженое
Сорбет «Манго- Маракуйя» без доб. сахара,https://vkusvill.ru/goods/sorbet-mango-marakuyya-bez-dob-sakhara-41836.html,Мороженое
Сорбет «Манго-Маракуйя»,https://vkusvill.ru/goods/sorbet-mango-marakuyya-20148.html,Мороженое
Сорбет «Манго-Маракуйя»,https://vkusvill.ru/goods/sorbet-mango-marakuyya-79127.html,Мороженое
Сорбет «Облепиха»,https://vkusvill.ru/goods/sorbet-oblepikha-50153.html,Мороженое
Сорбет «Черная смородина и мята»,https://vkusvill.ru/goods/sorbet-chernaya-smorodina-i-myata-91577.html,Мороженое
Сорбет из клубники,https://vkusvill.ru/goods/sorbet-iz-klubniki-90039.html,Мороженое
Сорбет из клюквы и брусники,https://vkusvill.ru/goods/sorbet-iz-klyukvy-i-brusniki-101239.html,Мороженое
Сорбет из пюре клюквы и яблока,https://vkusvill.ru/goods/sorbet-iz-pyure-klyukvy-i-yabloka-88665.html,Мороженое
Сорбет из пюре смородины и яблока,https://vkusvill.ru/goods/sorbet-iz-pyure-smorodiny-i-yabloka-88666.html,Мороженое
Эскимо Пломбир Двухслойный в молочном шоколаде,https://vkusvill.ru/goods/eskimo-plombir-dvukhsloynyy-v-molochnom-shokolade-50735.html,Мороженое
Эскимо Пломбир шоколадный в молочном шоколаде,https://vkusvill.ru/goods/eskimo-plombir-shokoladnyy-v-molochnom-shokolade-21109.html,Мороженое
Эскимо «Суфле» в молочном шоколаде,https://vkusvill.ru/goods/eskimo-sufle-v-molochnom-shokolade-64585.html,Мороженое
Эскимо в темном шоколаде с фундуком,https://vkusvill.ru/goods/eskimo-v-temnom-shokolade-s-fundukom-64978.html,Мороженое
Эскимо пломбир ванильный в молочном шоколаде,https://vkusvill.ru/goods/eskimo-plombir-vanilnyy-v-molochnom-shokolade-18273.html,Мороженое
Эскимо пломбир ванильный с воздушным рисом в белом шок.,https://vkusvill.ru/goods/eskimo-plombir-vanilnyy-s-vozdushnym-risom-v-belom-shok-88679.html,Мороженое
Эскимо пломбир с ванилью в банановой желейной оболочке,https://vkusvill.ru/goods/eskimo-plombir-s-vanilyu-v-bananovoy-zheleynoy-obolochke-89772.html,Мороженое
Эскимо пломбир с ванилью в клубничной желейной оболочке,https://vkusvill.ru/goods/eskimo-plombir-s-vanilyu-v-klubnichnoy-zheleynoy-obolochke-89770.html,Мороженое
Эскимо пломбир с кокосовой стружкой и миндалем в бел. шок.,https://vkusvill.ru/goods/eskimo-plombir-s-kokosovoy-struzhkoy-i-mindalem-v-bel-shok-88561.html,Мороженое
Эскимо фисташковое в белом шоколаде с фисташкой,https://vkusvill.ru/goods/eskimo-fistashkovoe-v-belom-shokolade-s-fistashkoy-88674.html,Мороженое
Мороженое пломбир в рис. тесте «Моти»: «Манго»,https://vkusvill.ru/goods/morozhenoe-plombir-v-ris-teste-moti-mango-103280.html,Мороженое
"Пломбир, 430 мл",https://vkusvill.ru/goods/plombir-430-ml-249.html,Мороженое
Десерт фруктово-ягодный «Вишня-кола»,https://vkusvill.ru/goods/desert-fruktovo-yagodnyy-vishnya-kola-89055.html,Мороженое
Мороженое «Арахисовый раф» в ваф. рожке,https://vkusvill.ru/goods/morozhenoe-arakhisovyy-raf-v-vaf-rozhke-75715.html,Мороженое
Мороженое «Жареный арахис в карамели с лимоном»,https://vkusvill.ru/goods/morozhenoe-zharenyy-arakhis-v-karameli-s-limonom-73579.html,Мороженое
Мороженое «Капучино» с корицей и миндалём,https://vkusvill.ru/goods/morozhenoe-kapuchino-s-koritsey-i-mindalyem-61189.html,Мороженое
Мороженое «Кофейный раф» в ваф. рожке,https://vkusvill.ru/goods/morozhenoe-kofeynyy-raf-v-vaf-rozhke-75717.html,Мороженое
Мороженое «Малиновый пирог с бел. шокол.»,https://vkusvill.ru/goods/morozhenoe-malinovyy-pirog-s-bel-shokol--24801.html,Мороженое
"Мороженое «Соленая карамель», 310 г",https://vkusvill.ru/goods/morozhenoe-solenaya-karamel-310-g-83650.html,Мороженое
Мороженое «Эластико» в манговой глазури,https://vkusvill.ru/goods/morozhenoe-elastiko-v-mangovoy-glazuri-24932.html,Мороженое
Мороженое «Эскимууу» в темном шоколаде,https://vkusvill.ru/goods/morozhenoe-eskimuuu-v-temnom-shokolade-73677.html,Мороженое
Мороженое двухслойное во взбитой глазури,https://vkusvill.ru/goods/morozhenoe-dvukhsloynoe-vo-vzbitoy-glazuri-65471.html,Мороженое
Мороженое йогуртное с голубикой и маршмеллоу,https://vkusvill.ru/goods/morozhenoe-yogurtnoe-s-golubikoy-i-marshmellou-88792.html,Мороженое
Мороженое крем-брюле со сгущ. молоком в ваф. стаканчике,https://vkusvill.ru/goods/morozhenoe-krem-bryule-so-sgushch-molokom-v-vaf-stakanchike-61571.html,Мороженое
"Мороженое крем-брюле со сгущ. молоком и грецкими орехами, 400 г",https://vkusvill.ru/goods/morozhenoe-krem-bryule-so-sgushch-molokom-i-gretskimi-orekhami-400-g-61191.html,Мороженое
Мороженое молочное «Мороженое-торт Фисташка-Малина»,https://vkusvill.ru/goods/morozhenoe-molochnoe-morozhenoe-tort-fistashka-malina-102504.html,Мороженое
Мороженое молочное с кокосом и бисквитом «Брауни»,https://vkusvill.ru/goods/morozhenoe-molochnoe-s-kokosom-i-biskvitom-brauni-66047.html,Мороженое
Мороженое пломбир «Сэндвич» с клюквой,https://vkusvill.ru/goods/morozhenoe-plombir-sendvich-s-klyukvoy-91719.html,Мороженое
Мороженое пломбир персиковый в ваф.стаканчике,https://vkusvill.ru/goods/morozhenoe-plombir-persikovyy-v-vaf-stakanchike-66262.html,Мороженое
Мороженое пломбир с клубникой в ваф. стаканчике,https://vkusvill.ru/goods/morozhenoe-plombir-s-klubnikoy-v-vaf-stakanchike-48490.html,Мороженое
Мороженое пломбир с малиной в ваф. стаканчике,https://vkusvill.ru/goods/morozhenoe-plombir-s-malinoy-v-vaf-stakanchike-48493.html,Мороженое
Мороженое пломбир с сосновыми шишками,https://vkusvill.ru/goods/morozhenoe-plombir-s-sosnovymi-shishkami-43144.html,Мороженое
Мороженое с солёной карамелью и грецкими орех. в ваф. стак,https://vkusvill.ru/goods/morozhenoe-s-solyenoy-karamelyu-i-gretskimi-orekh-v-vaf-stak-75364.html,Мороженое
Мороженое сливочное «Банановое»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-bananovoe-34888.html,Мороженое
Мороженое сливочное «Банановое»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-bananovoe-92724.html,Мороженое
Мороженое сливочное «Джелато Страчателла»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-dzhelato-strachatella-89007.html,Мороженое
"Мороженое сливочное «Клубника со сливками», вес",https://vkusvill.ru/goods/morozhenoe-slivochnoe-klubnika-so-slivkami-ves-51249.html,Мороженое
Мороженое сливочное «Мороженое-торт Соленый арахис-шоколад»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-morozhenoe-tort-solenyy-arakhis-shokolad-102500.html,Мороженое
Мороженое сливочное «Мусковадо-лимон с пеканом»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-muskovado-limon-s-pekanom-73067.html,Мороженое
Мороженое сливочное «Соленый арахис»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-solenyy-arakhis-91458.html,Мороженое
Мороженое сливочное «Сыр с голубой плесенью и мед»,https://vkusvill.ru/goods/morozhenoe-slivochnoe-syr-s-goluboy-plesenyu-i-med-89058.html,Мороженое
Мороженое шербет «Клюква с пастилой»,https://vkusvill.ru/goods/morozhenoe-sherbet-klyukva-s-pastiloy-88437.html,Мороженое
Мороженое ягодный микс «Калина - Малина»,https://vkusvill.ru/goods/morozhenoe-yagodnyy-miks-kalina-malina-73873.html,Мороженое
Пломбир «Брикет шоколадный»,https://vkusvill.ru/goods/plombir-briket-shokoladnyy-76530.html,Мороженое
Пломбир «Вишня-Маскарпоне» в вафельном рожке,https://vkusvill.ru/goods/plombir-vishnya-maskarpone-v-vafelnom-rozhke-93299.html,Мороженое
Пломбир «Вишня-Черешня» в вафельном стаканчике,https://vkusvill.ru/goods/plombir-vishnya-chereshnya-v-vafelnom-stakanchike-91657.html,Мороженое
Пломбир «Мини-сэндвич» с ароматом ванили,https://vkusvill.ru/goods/plombir-mini-sendvich-s-aromatom-vanili-64039.html,Мороженое
Пломбир «Трубочка Вишня-Черешня» во взб. глазури,https://vkusvill.ru/goods/plombir-trubochka-vishnya-chereshnya-vo-vzb-glazuri-74554.html,Мороженое
Пломбир «Яблоко-Корица»,https://vkusvill.ru/goods/plombir-yabloko-koritsa-74622.html,Мороженое
Пломбир двухслойный ванильно-шоколадный в рожке,https://vkusvill.ru/goods/plombir-dvukhsloynyy-vanilno-shokoladnyy-v-rozhke-74513.html,Мороженое
Пломбир кокосовый «Пина-колада» в вафельном рожке,https://vkusvill.ru/goods/plombir-kokosovyy-pina-kolada-v-vafelnom-rozhke-70022.html,Мороженое
Пломбир с грецким орехом и кленовым сиропом «Сэндвич»,https://vkusvill.ru/goods/plombir-s-gretskim-orekhom-i-klenovym-siropom-sendvich-90199.html,Мороженое
Пломбир с киви в вафельном рожке,https://vkusvill.ru/goods/plombir-s-kivi-v-vafelnom-rozhke-64587.html,Мороженое
Пломбир с клубникой и красн. апельсином в ваф. рожке,https://vkusvill.ru/goods/plombir-s-klubnikoy-i-krasn-apelsinom-v-vaf-rozhke-88785.html,Мороженое
Пломбир с клюквенным наполнителем в ваф.рожке,https://vkusvill.ru/goods/plombir-s-klyukvennym-napolnitelem-v-vaf-rozhke-88803.html,Мороженое
Пломбир с лимонным джемом,https://vkusvill.ru/goods/plombir-s-limonnym-dzhemom-91887.html,Мороженое
Пломбир с малиновым джемом «Сэндвич»,https://vkusvill.ru/goods/plombir-s-malinovym-dzhemom-sendvich-90661.html,Мороженое
Пломбир с манго и яблоком в вафельном рожке,https://vkusvill.ru/goods/plombir-s-mango-i-yablokom-v-vafelnom-rozhke-89566.html,Мороженое
Пломбир с черной смородиной и вишней в ваф. рожке,https://vkusvill.ru/goods/plombir-s-chernoy-smorodinoy-i-vishney-v-vaf-rozhke-73705.html,Мороженое
Пломбир фисташковый с малиной в вафельном рожке,https://vkusvill.ru/goods/plombir-fistashkovyy-s-malinoy-v-vafelnom-rozhke-88775.html,Мороженое
Сорбет «Клубника и Банан»,https://vkusvill.ru/goods/sorbet-klubnika-i-banan-89388.html,Мороженое
Сорбет «Малина»,https://vkusvill.ru/goods/sorbet-malina-90662.html,Мороженое
Сорбет Манго-маракуйя 80гр.,https://vkusvill.ru/goods/sorbet-mango-marakuyya-80gr-69319.html,Мороженое
Сорбет «Черная и красная смородина»,https://vkusvill.ru/goods/sorbet-chernaya-i-krasnaya-smorodina-90768.html,Мороженое
Сорбет из маракуйи,https://vkusvill.ru/goods/sorbet-iz-marakuyi-90037.html,Мороженое
Сорбет из черной смородины,https://vkusvill.ru/goods/sorbet-iz-chernoy-smorodiny-64909.html,Мороженое
Сорбет черничный,https://vkusvill.ru/goods/sorbet-chernichnyy-64906.html,Мороженое
Фруктовый лед «Виноград-ананас»,https://vkusvill.ru/goods/fruktovyy-led-vinograd-ananas-89384.html,Мороженое
Фруктовый лед «Яблоко»,https://vkusvill.ru/goods/fruktovyy-led-yabloko-89385.html,Мороженое
Щербет с соком клубники,https://vkusvill.ru/goods/shcherbet-s-sokom-klubniki-61784.html,Мороженое
Эскимо на растительной основе «Кокос»,https://vkusvill.ru/goods/eskimo-na-rastitelnoy-osnove-kokos-31934.html,Мороженое
Эскимо пломбир голубика-ежевика в молочном шоколаде,https://vkusvill.ru/goods/eskimo-plombir-golubika-ezhevika-v-molochnom-shokolade-88430.html,Мороженое
Эскимо пломбир грейпфрут в темном шоколаде,https://vkusvill.ru/goods/eskimo-plombir-greypfrut-v-temnom-shokolade-88434.html,Мороженое
Эскимо пломбир кофейный с миндалем в темном шоколаде,https://vkusvill.ru/goods/eskimo-plombir-kofeynyy-s-mindalem-v-temnom-shokolade-88612.html,Мороженое
Эскимо пломбир с карамелью и ирисо-сливочн. вкус. в бел. шок.,https://vkusvill.ru/goods/eskimo-plombir-s-karamelyu-i-iriso-slivochn-vkus-v-bel-shok-89569.html,Мороженое
Эскимо сливочное арахисовое в тем. шок с дробленым арахисом,https://vkusvill.ru/goods/eskimo-slivochnoe-arakhisovoe-v-tem-shok-s-droblenym-arakhisom-38609.html,Мороженое
Булгур,https://vkusvill.ru/goods/bulgur-19759.html,"Крупы, макароны, мука"
"Булгур (пакетики), 400 г",https://vkusvill.ru/goods/bulgur-paketiki-400-g-85404.html,"Крупы, макароны, мука"
Булгур цельнозерновой,https://vkusvill.ru/goods/bulgur-tselnozernovoy-66488.html,"Крупы, макароны, мука"
Бульон сухой костный с овощами,https://vkusvill.ru/goods/bulon-sukhoy-kostnyy-s-ovoshchami-91901.html,"Крупы, макароны, мука"
Вермишель «Фунчоза»,https://vkusvill.ru/goods/vermishel-funchoza-27490.html,"Крупы, макароны, мука"
Вермишель тонкая,https://vkusvill.ru/goods/vermishel-tonkaya-73867.html,"Крупы, макароны, мука"
"Геркулес «Овсяные хлопья», 400 г",https://vkusvill.ru/goods/gerkules-ovsyanye-khlopya-400-g-1248.html,"Крупы, макароны, мука"
Горох зеленый колотый шлифованный 1 сорт,https://vkusvill.ru/goods/gorokh-zelenyy-kolotyy-shlifovannyy-1-sort-21279.html,"Крупы, макароны, мука"
"Горох колотый шлифованный, 500 г",https://vkusvill.ru/goods/gorokh-kolotyy-shlifovannyy-500-g-14513.html,"Крупы, макароны, мука"
Готовый завтрак с карамельным сиропом «Колечки»,https://vkusvill.ru/goods/gotovyy-zavtrak-s-karamelnym-siropom-kolechki-53432.html,"Крупы, макароны, мука"
Готовый завтрак с шоколадным сиропом «Шарики»,https://vkusvill.ru/goods/gotovyy-zavtrak-s-shokoladnym-siropom-shariki-24575.html,"Крупы, макароны, мука"
Гранола «Амарант и кэроб»,https://vkusvill.ru/goods/granola-amarant-i-kerob-92983.html,"Крупы, макароны, мука"
Гранола «Карамельная с клубникой и вишней»,https://vkusvill.ru/goods/granola-karamelnaya-s-klubnikoy-i-vishney-67180.html,"Крупы, макароны, мука"
Гранола «Кофейная»,https://vkusvill.ru/goods/granola-kofeynaya-31501.html,"Крупы, макароны, мука"
Гранола «Кранч ржаной»,https://vkusvill.ru/goods/granola-kranch-rzhanoy-16418.html,"Крупы, макароны, мука"
Гранола «Манго и маракуйя» с голубой матчей,https://vkusvill.ru/goods/granola-mango-i-marakuyya-s-goluboy-matchey-44269.html,"Крупы, макароны, мука"
Гранола «Ореховая»,https://vkusvill.ru/goods/granola-orekhovaya-37589.html,"Крупы, макароны, мука"
Гранола «Тропическая»,https://vkusvill.ru/goods/granola-tropicheskaya-37405.html,"Крупы, макароны, мука"
Гранола «Тыквенные семечки и ягоды годжи»,https://vkusvill.ru/goods/granola-tykvennye-semechki-i-yagody-godzhi-93403.html,"Крупы, макароны, мука"
Гранола «Ягодная» с белым шоколадом,https://vkusvill.ru/goods/granola-yagodnaya-s-belym-shokoladom-92225.html,"Крупы, макароны, мука"
Гранола безглютеновая с клюквой,https://vkusvill.ru/goods/granola-bezglyutenovaya-s-klyukvoy-78350.html,"Крупы, макароны, мука"
"Гранола запеченная низкоуглеводная с клубникой ТМ Beauty bite, 125 г",https://vkusvill.ru/goods/granola-zapechennaya-nizkouglevodnaya-s-klubnikoy-tm-beauty-bite-125-g-95225.html,"Крупы, макароны, мука"
Гранола запечённая с миндалём и шоколадом,https://vkusvill.ru/goods/granola-zapechyennaya-s-mindalyem-i-shokoladom-21162.html,"Крупы, макароны, мука"
"Гранола с бельгийским шоколадом, ВЕС",https://vkusvill.ru/goods/granola-s-belgiyskim-shokoladom-ves-24624.html,"Крупы, макароны, мука"
Гречневые хлопья с изюмом,https://vkusvill.ru/goods/grechnevye-khlopya-s-izyumom-61558.html,"Крупы, макароны, мука"
Детский супчик «Буковки»,https://vkusvill.ru/goods/detskiy-supchik-bukovki-28677.html,"Крупы, макароны, мука"
Детский супчик «Гороховый»,https://vkusvill.ru/goods/detskiy-supchik-gorokhovyy-28676.html,"Крупы, макароны, мука"
Дрожжи сухие быстродействующие для пиццы,https://vkusvill.ru/goods/drozhzhi-sukhie-bystrodeystvuyushchie-dlya-pitstsy-58155.html,"Крупы, макароны, мука"
Дрожжи сушеные быстродействующие для сдобы,https://vkusvill.ru/goods/drozhzhi-sushenye-bystrodeystvuyushchie-dlya-sdoby-58146.html,"Крупы, макароны, мука"
Звездочки медовые,https://vkusvill.ru/goods/zvezdochki-medovye-41577.html,"Крупы, макароны, мука"
Изделия макаронные: Маккерони ди Каза Гранди,https://vkusvill.ru/goods/izdeliya-makaronnye-makkeroni-di-kaza-grandi-64830.html,"Крупы, макароны, мука"
Каша «Льняная»,https://vkusvill.ru/goods/kasha-lnyanaya-18117.html,"Крупы, макароны, мука"
Каша гороховая,https://vkusvill.ru/goods/kasha-gorokhovaya-74253.html,"Крупы, макароны, мука"
Каша гречневая с курицей быстрого приготовления,https://vkusvill.ru/goods/kasha-grechnevaya-s-kuritsey-bystrogo-prigotovleniya-80782.html,"Крупы, макароны, мука"
